corp_code,corp_name,Audit Committee,Audit Committee ODs,Inside Directors,Outside Directors,Other Non-Exec Directors,Auditors,Female Voting,Male Voting,Voting Directors,Non Registered,Total Assets (2024),Total Assets (2023),Total Assets (2022),rcept_no
164672,한일현대시멘트,0,0,3,1,0,1,0,4,4,15,906227621119.0,838319618658.0,649126013507.0,20250317000892
164706,현대약품,4,4,1,4,0,0,0,5,5,20,156396199876.0,154629099583.0,181159427810.0,20250219001662
164724,현대엘리베이터,4,4,1,4,2,0,1,6,7,0,3573751146561.0,3535433379184.0,3014471063421.0,20250318000920
164742,현대자동차,5,5,6,7,0,0,2,11,13,0,339798429000000.0,282463355000000.0,255742462000000.0,20250312001148
164779,SK하이닉스,4,4,2,6,2,0,2,8,10,0,119855209000000.0,100330165000000.0,103871512000000.0,20250319000665
164788,현대모비스,5,5,4,5,0,0,1,8,9,79,66596905000000.0,58585845000000.0,55406698000000.0,20250311001180
164812,현대코퍼레이션,3,3,3,3,0,0,0,6,6,16,2062309184431.0,2059712572964.0,1831301801553.0,20250324000696
164830,HD한국조선해양,3,3,2,3,0,0,1,4,5,47,36719137422000.0,32242568184000.0,29883476300000.0,20250318001131
164973,현대해상,3,3,3,4,0,1,1,6,7,52,48523790593883.0,44087986397210.0,46252595500839.0,20250407001731
165343,혜인,0,0,3,1,0,1,0,4,4,5,262939817516.0,253960586979.0,240522145627.0,20250804000178
165413,롯데케미칼,3,3,4,6,1,0,1,10,11,74,34552330375053.0,33476310224541.0,26784587810580.0,20250725000806
165583,E1,4,4,3,4,0,0,1,6,7,6,14539774932856.0,4597407646185.0,4339655185507.0,20250320001564
165680,호텔신라,3,3,3,4,0,0,1,6,7,16,3813885971903.0,3006538770202.0,2938544987435.0,20250515002269
166227,화승인더스트리,3,3,4,3,0,0,0,7,7,1,1833034372586.0,1653277049573.0,1779489488972.0,20250317000314
166272,화승코퍼레이션,3,3,4,3,1,0,0,8,8,26,1288499141437.0,1154543398411.0,1177218098360.0,20250321001555
166315,화신,3,3,2,3,0,1,0,5,5,25,1321669869758.0,1196813984369.0,1004620994499.0,20250317000376
166500,화천기계,0,0,4,2,0,1,0,6,6,0,174332394129.0,167517651255.0,161427031413.0,20250312000312
166519,화천기공,0,0,5,2,0,1,0,7,7,0,428809811685.0,463885406068.0,474032615936.0,20250312000803
166573,환인제약,3,3,2,3,0,0,0,5,5,7,424705767203.0,401226633282.0,369374561471.0,20250313001126
167192,넥센,3,3,4,3,0,0,0,7,7,14,5422551860511.0,5060957367879.0,4726896214044.0,20250318000857
167208,흥아해운,0,0,3,2,0,1,0,5,5,0,443559317530.0,325653339437.0,317059936570.0,20250317000787
168331,온타이드,0,0,2,1,0,1,0,3,3,4,174112948051.0,175919906868.0,175008166225.0,20250320000926
168401,금비,0,0,2,1,0,2,0,3,3,6,282769620563.0,296341107251.0,307313894364.0,20241219000451
169048,HLB글로벌,0,0,3,2,0,1,0,5,5,0,135918584874.0,110104673211.0,120246185135.0,20250319000687
170558,코웨이,3,3,3,4,0,0,1,6,7,0,5761561091079.0,4850965736396.0,4365074875331.0,20250321001734
171265,파라다이스,3,3,2,3,0,0,1,4,5,16,3933768381301.0,3618279367040.0,3511523805592.0,20250415000021
171636,한솔홀딩스,3,3,4,3,0,0,0,7,7,4,933158869000.0,720105338000.0,723295784000.0,20250702000575
172185,남성,0,0,3,1,0,1,0,4,4,10,276057373612.0,258113198377.0,271152128807.0,20250319000945
172228,엔케이,0,0,3,1,0,1,0,4,4,1,227143694947.0,247666086117.0,185745934911.0,20250319000323
172291,더존비즈온,0,0,3,2,0,1,0,5,5,0,1037613249183.0,936627620863.0,888860403342.0,20250317001028
172936,동일산업,3,3,2,3,0,0,0,5,5,5,482005377173.0,476136021763.0,499402713211.0,20250328001290
173078,명신산업,0,0,3,1,0,1,0,4,4,0,1210314499204.0,1044875997928.0,929267254095.0,20250318000402
173102,모나리자,0,0,2,2,3,0,1,6,7,4,97168284920.0,97045385480.0,97794376174.0,20250314001404
173698,신일전자,0,0,3,2,0,1,0,5,5,0,126326163231.0,126134087292.0,152880655297.0,20250320000612
173795,신흥,3,2,3,3,1,0,0,7,7,4,141427657791.0,140331352601.0,140622549545.0,20250320000945
173874,넥센타이어,4,4,3,4,0,0,0,7,7,34,4574474470953.0,4232661554569.0,3944336739608.0,20250318001449
173944,우진,3,2,4,2,1,0,0,7,7,0,276510432217.0,240301076155.0,227053375662.0,20250313001154
174004,유성기업,3,3,3,3,0,0,0,6,6,0,437508359877.0,439604034118.0,427046002236.0,20250317000557
174527,HS화성,3,3,2,4,0,0,1,5,6,5,833478390833.0,991687669827.0,746127741905.0,20250320001481
176914,다우기술,0,0,2,3,0,1,0,5,5,28,57147924043319.0,53342459330150.0,49260008742513.0,20250318001202
177199,디씨엠,0,0,3,1,0,0,0,4,4,8,293570010254.0,277642743004.0,306956322608.0,20250718000228
178754,동아지질,0,0,4,2,0,1,0,6,6,3,400252311496.0,390934866738.0,372281354657.0,20250318001360
180795,인팩,3,3,3,3,0,0,0,6,6,13,556215707649.0,482869726172.0,411164184888.0,20250321001500
181712,SK,3,3,3,5,0,0,2,6,8,103,214977754000000.0,206970264000000.0,194505860000000.0,20250318001364
181943,에스제이엠홀딩스,0,0,2,1,0,1,0,3,3,2,369575805909.0,339809517118.0,328166066953.0,20250320001596
186559,아이티센씨티에스,0,0,1,1,2,1,0,4,4,0,618272425850.0,525378184898.0,558409431550.0,20250319001103
188089,한섬,3,3,4,3,0,0,0,7,7,0,1746167657721.0,1724265473784.0,1684715498594.0,20250314000941
190321,케이티,4,4,2,8,0,0,1,9,10,0,41879957000000.0,42709982000000.0,40980681000000.0,20250321001834
191472,KPX케미칼,0,0,4,2,0,1,0,6,6,19,880646686131.0,822466228845.0,776778116811.0,20250313001177
191588,삼원강재,0,0,3,3,0,0,0,6,6,6,290658433763.0,303735700802.0,293690103032.0,20250314000520
193009,KH 필룩스,0,0,5,2,0,1,1,6,7,16,961032191903.0,1035818460628.0,1246019564242.0,20250402002557
193328,수산인더스트리,3,2,2,2,1,0,0,5,5,26,623807791230.0,603244086410.0,577155431240.0,20250327000923
194947,한전산업,0,0,3,4,2,1,0,9,9,2,219980917783.0,203640941365.0,157781435629.0,20250320001416
195229,미스토홀딩스,0,0,3,3,1,1,1,6,7,3,5536390124625.0,4980149550868.0,4821801377788.0,20250321001837
197759,미래산업,0,0,4,2,0,1,1,5,6,2,131612702717.0,103781272550.0,134409509636.0,20250318001105
198697,일진디스플,0,0,3,1,0,1,0,4,4,1,78894803695.0,111889654938.0,117303570494.0,20250320000779
203290,콜마홀딩스,0,0,3,3,1,2,1,6,7,9,1291431788085.0,1289735866717.0,1269102053314.0,20250321001958
203315,콘텐트리중앙,0,0,3,1,0,1,0,4,4,2,2758664473521.0,2488343237200.0,2650811719301.0,20250320001749
203582,한솔홈데코,0,0,4,2,1,0,0,7,7,1,290379147343.0,312095401371.0,319496520639.0,20250311000946
204208,마니커,0,0,2,1,0,1,0,3,3,0,155281108141.0,160373498904.0,174626136915.0,20250324000626
209780,케이씨,0,0,6,2,0,1,0,8,8,14,1046845412327.0,1062311270068.0,1004623911655.0,20250318001395
210856,코아스,0,0,3,1,0,0,0,4,4,6,82510682423.0,70446617889.0,76246124909.0,20250320000653
218575,황금에스티,0,0,3,1,0,1,1,3,4,3,522556270523.0,513527276106.0,481912631966.0,20250318001129
219097,BGF,0,0,2,2,0,1,0,4,4,0,2300978258450.0,2171266453121.0,1938013970903.0,20250318001407
219486,신세계I&C,3,3,3,3,0,0,2,4,6,2,502933995272.0,476561497604.0,482934079721.0,20250317000967
219574,코스맥스비티아이,0,0,3,1,0,1,0,4,4,16,953903205812.0,878273229175.0,936136657462.0,20250319000641
220561,광주신세계,3,3,3,3,0,0,0,6,6,0,1228084126118.0,934472863572.0,913454051041.0,20250313000495
220613,넥스틸,0,0,3,3,0,1,0,6,6,20,691783323885.0,642480608085.0,588012317030.0,20250331002907
222532,LG헬로비전,3,3,2,3,1,0,0,6,6,6,1243517604881.0,1319446205693.0,1428013437283.0,20250306000713
225159,SNT홀딩스,0,0,3,1,0,1,0,4,4,0,2832564017795.0,2701797834311.0,2558426986621.0,20250220001567
225706,JW생명과학,0,0,3,2,0,1,2,3,5,6,325323614449.0,255836393033.0,252942118072.0,20250318001174
226316,호전실업,4,4,2,4,0,1,1,5,6,9,396031860184.0,315985635997.0,316098137496.0,20250331002554
231363,LG유플러스,4,4,2,4,1,0,2,5,7,64,19707730000000.0,20100605000000.0,19774800000000.0,20250317000701
231372,롯데관광개발,0,0,4,2,0,0,1,5,6,16,2166617248668.0,1764111056273.0,1802776594203.0,20250320001631
233653,한국토지신탁,4,4,5,4,0,1,1,8,9,16,1832131544809.0,1886596466085.0,1718070655624.0,20250318001056
234412,신세계인터내셔날,3,3,3,3,0,0,1,5,6,17,1333123240117.0,1324069585447.0,1278681814634.0,20250313000018
241005,코오롱ENP,0,0,3,1,0,1,0,4,4,0,412141499962.0,362980211049.0,387043503761.0,20250318000887
244455,케이티앤지,4,4,1,6,0,2,1,6,7,61,13925237000000.0,12772452000000.0,12301716000000.0,20250318001223
248974,하나제약,0,0,4,2,0,1,2,4,6,21,382010680680.0,348386182460.0,345964556425.0,20250314001348
249247,YG PLUS,0,0,2,2,1,1,1,4,5,0,237801884923.0,225534081771.0,241371893905.0,20250320001394
255619,강원랜드,0,0,3,9,1,1,1,12,13,0,4700641154570.0,4448655838228.0,4167752670696.0,20250318001106
256955,테이팩스,3,3,3,3,0,0,1,5,6,0,189958983962.0,199881921831.0,197584861031.0,20250310000646
258801,카카오,3,3,3,5,0,0,4,4,8,0,25773028304462.0,25179968939321.0,22963544024389.0,20250324000901
260383,대한유화,3,3,3,4,0,1,1,6,7,14,2219743050345.0,2196492714337.0,2195832515923.0,20250306000568
260392,대원전선,0,0,2,2,0,1,0,4,4,7,226992976377.0,234871662225.0,245958532474.0,20250313000035
260408,팜스코,0,0,3,3,0,0,0,6,6,6,1149384209788.0,1119229511779.0,1223174230326.0,20250318001293
261285,한국가스공사,3,2,5,8,0,1,3,10,13,5,57669637000000.0,57254666000000.0,62424983000000.0,20250325000742
261443,엔씨소프트,3,3,2,5,0,0,2,5,7,0,3953941191414.0,4393800423903.0,4437632450781.0,20250328002285
266961,NAVER,3,3,2,4,1,0,2,5,7,0,38167876036020.0,35737826964395.0,33899042889136.0,20250318000645
269241,주연테크,0,0,4,2,0,0,2,4,6,0,42542059412.0,45913552331.0,53242325293.0,20250320000220
269940,하나투어,0,0,5,4,3,0,2,10,12,18,668789503298.0,644596377665.0,455429440460.0,20250320001129
274933,신세계푸드,3,3,3,3,0,0,0,6,6,0,833687666448.0,875471406681.0,903927240057.0,20250317000635
296290,키움증권,3,3,3,4,0,1,1,6,7,48,55688423730459.0,52046420344899.0,48037301112929.0,20250317000785
299002,HL홀딩스,4,4,3,4,0,0,1,6,7,17,2370763879407.0,2298229319032.0,2279864889843.0,20250318001459
300548,현대리바트,3,3,4,3,0,0,0,7,7,9,858386415696.0,899461324426.0,854159330447.0,20250318001257
302926,현대로템,3,3,3,4,0,0,1,6,7,0,5285394740000.0,5241484775000.0,4823869784000.0,20250321001612
303217,우진플라임,0,0,3,1,0,0,0,4,4,0,329391197188.0,318384839252.0,285245048447.0,20250321000814
303873,CJ CGV,4,4,3,4,0,0,1,6,7,5,3997014314732.0,3194214710432.0,3601468386488.0,20250321001474
305668,새론오토모티브,0,0,3,1,0,1,0,4,4,9,275007869227.0,257571091517.0,256209761789.0,20250321000868
309503,한국항공우주,5,5,1,5,0,0,1,5,6,31,8025538409393.0,7139576928721.0,7772406693424.0,20250318001067
332927,제이에스코퍼레이션,0,0,2,3,0,0,0,5,5,17,1830513946593.0,828362721870.0,533768141172.0,20250317000998
339391,한화시스템,3,3,1,3,1,0,1,4,5,52,5724010115718.0,4483210824746.0,3945627700263.0,20250314001773
344287,HD현대인프라코어,3,3,2,3,0,0,1,4,5,20,4287197767266.0,4418425813336.0,4736667586250.0,20250418000372
347734,진양화학,0,0,2,1,0,1,0,3,3,3,82068876099.0,49908220791.0,44569287296.0,20250304000650
349097,케이티스카이라이프,3,3,1,5,3,0,1,8,9,8,1040240740660.0,1215697591061.0,1361298311421.0,20250318001057
350312,HDC랩스,0,0,3,1,0,1,0,4,4,5,438161253186.0,383332487352.0,382579391863.0,20250318001198
353878,다스코,0,0,3,3,0,0,0,6,6,14,324736258465.0,320034640962.0,346117669232.0,20250314000954
356361,LG화학,4,4,2,4,1,0,2,5,7,116,93857762000000.0,77466694000000.0,67973823000000.0,20250731000339
356370,LG생활건강,4,4,2,4,1,0,2,5,7,0,7405784092201.0,7220285811725.0,7302929652203.0,20250317000790
357360,한세엠케이,3,3,4,3,0,0,1,6,7,5,268529324803.0,268472036704.0,224809704278.0,20250318000981
357935,HDC현대EP,0,0,3,1,0,1,0,4,4,2,630989412448.0,605440390923.0,603330216887.0,20250318000816
360142,아이마켓코리아,0,0,3,3,0,0,0,6,6,11,1279967962677.0,1373717052601.0,1224954676333.0,20250320001632
360595,현대글로비스,4,4,2,5,2,0,1,8,9,38,16849145438725.0,14725019903938.0,13877784500296.0,20250317001025
361008,한화엔진,0,0,3,3,1,3,1,6,7,8,1413101954226.0,1136858165266.0,956230294638.0,20250318000388
361488,텔코웨어,0,0,2,1,0,1,0,3,3,0,124006292902.0,126812370904.0,132073841013.0,20250320000597
362238,휴비스,0,0,1,3,2,0,0,6,6,9,765377954903.0,782722786559.0,793759627507.0,20250317000508
362441,현대오토에버,3,3,2,3,0,0,0,5,5,19,3349516801000.0,2843057165000.0,2619436327000.0,20250317000930
365387,AJ네트웍스,0,0,3,2,1,1,0,6,6,12,1717770434389.0,1622157341878.0,1483368740285.0,20250325000220
365989,모나용평,0,0,3,1,0,1,0,4,4,5,1017716442164.0,1004928193150.0,868285864187.0,20250321000702
366438,산일전기,0,0,3,2,0,1,0,5,5,17,492674198507.0,191302264426.0,131978362494.0,20250328001583
367710,동인기연,0,0,2,2,0,1,0,4,4,11,292407975377.0,217309008513.0,198494534925.0,20250320001366
367844,자이에스앤디,3,3,2,3,0,0,0,5,5,6,1305235716477.0,1569164880846.0,1952688130478.0,20250725000507
369833,유니온머티리얼,0,0,3,1,0,0,0,4,4,4,138270697101.0,187088686775.0,204164784861.0,20250319000740
372129,전진건설로봇,0,0,2,2,0,1,0,4,4,5,219236327906.0,158316498662.0,142761887718.0,20250317000567
372873,KTis,3,3,1,3,2,0,2,4,6,12,469932148859.0,447609122047.0,396208069290.0,20250318000822
372882,KTcs,3,3,1,3,2,0,0,6,6,8,435066123285.0,434900095454.0,416146080400.0,20250320001127
377610,세아홀딩스,0,0,3,2,1,2,1,5,6,8,6105540014922.0,5789382238682.0,5919958905229.0,20250314001645
382199,신한지주,7,7,1,9,1,1,3,8,11,8,739764256000000.0,691795333000000.0,664433230000000.0,20250318000993
390055,종근당바이오,0,0,2,1,1,1,0,4,4,3,284491992883.0,293785061321.0,312590995328.0,20250318001004
398701,엘앤에프,3,3,3,5,0,0,1,7,8,22,2799831517733.0,3351444610588.0,3023932974764.0,20250311001260
398792,SNT모티브,0,0,3,1,0,1,0,4,4,0,1241825709210.0,1211181269340.0,1225486689781.0,20250220001279
400857,에이블씨엔씨,2,2,1,2,4,0,3,4,7,0,159085850798.0,173841489988.0,195431756905.0,20250321001828
401731,LG전자,4,4,2,4,1,0,1,6,7,312,65629589000000.0,60240793000000.0,55156141000000.0,20250317001029
403632,현대퓨처넷,3,3,3,3,0,0,0,6,6,0,913820854281.0,909724490443.0,915256451923.0,20250312001070
404701,한국자산신탁,5,5,1,5,0,0,0,6,6,9,1725879725519.0,1480050024356.0,1363794175394.0,20250318001253
406046,HD현대마린엔진,0,0,2,3,0,0,0,5,5,1,494962962578.0,454013908212.0,416290993852.0,20250317000801
409672,티비에이치글로벌,0,0,2,1,0,1,0,3,3,11,105764284096.0,110046703211.0,112327631684.0,20250320000173
412597,현대홈쇼핑,3,3,3,3,0,0,0,6,6,0,5175067326608.0,3432527148806.0,2782027992185.0,20250317000550
413046,셀트리온,8,8,4,8,0,0,2,10,12,72,21055222437706.0,19956813831274.0,5891652311251.0,20250317000929
413523,한미글로벌,0,0,6,4,0,0,1,9,10,0,470883954867.0,398871055382.0,373059659521.0,20250313001417
414601,유니퀘스트,3,3,4,3,0,0,1,6,7,0,482351415057.0,454404380777.0,610723418178.0,20250320001187
414850,효성 ITX,0,0,3,2,0,1,1,4,5,17,166325113534.0,176284813736.0,176818736427.0,20250318000878
415628,세진중공업,0,0,3,0,0,1,0,3,3,5,620877554527.0,544018916698.0,551849173753.0,20250318000960
415646,드림텍,3,3,2,3,2,0,0,7,7,0,908140585192.0,795335352391.0,825357092772.0,20250328002249
416654,유엔젤,0,0,4,2,0,1,0,6,6,5,71306113634.0,62948969391.0,61023631583.0,20250328001604
422895,세이브존I&C,0,0,2,1,0,1,0,3,3,0,576374088374.0,584799203503.0,573569548297.0,20250320000981
423690,삼성출판사,3,3,4,3,0,0,0,7,7,0,208565174070.0,196570540338.0,211487637576.0,20250320000853
426086,티케이지휴켐스,0,0,4,2,0,1,0,6,6,7,1168226900665.0,1099714172170.0,941352875184.0,20250313001222
427483,대웅제약,0,0,3,3,0,0,1,5,6,8,1976977110511.0,1770310792992.0,1563340613712.0,20250401003870
428251,현대백화점,3,3,4,5,0,0,1,8,9,0,11217721674000.0,11712592639000.0,12069249655000.0,20250318001045
428321,해태제과식품,0,0,5,2,0,1,0,7,7,6,699833207144.0,684971450555.0,691254955147.0,20250319000894
428729,대호에이엘,0,0,5,3,0,0,1,7,8,6,150164209033.0,145877679821.0,153542696876.0,20250711000353
432102,한국금융지주,3,3,2,7,0,0,2,7,9,13,109220199166181.0,95901185591112.0,86308574156762.0,20250320000910
435312,하이스틸,0,0,2,1,0,1,0,3,3,10,267487698093.0,270448865007.0,292456090103.0,20250312001033
441243,형지엘리트,0,0,2,1,1,1,1,3,4,3,143183788567.0,125126388096.0,109225633024.0,20240920000129
442835,메타랩스,0,0,3,1,0,1,1,3,4,0,133243438025.0,111855784929.0,90016753672.0,20250320001179
447609,비에이치,0,0,2,3,0,0,0,5,5,16,1319868751137.0,1089361044645.0,1009659166536.0,20250326000026
450010,씨티알모빌리티,0,0,3,2,1,0,1,5,6,7,296260020201.0,298099917787.0,297367187504.0,20250319000632
453284,교촌에프앤비,3,2,2,3,2,0,0,7,7,0,342865917617.0,326364540917.0,304973382954.0,20250324000180
453488,다이나믹디자인,0,0,3,4,0,1,1,6,7,6,104165712520.0,106521396855.0,97847548126.0,20250321001537
454946,그린케미칼,0,0,3,1,0,1,0,4,4,6,204790661517.0,201377924078.0,196645335068.0,20250318000396
458234,아시아나IDT,3,3,2,3,0,0,0,5,5,3,219937922050.0,222741818404.0,205577783538.0,20250318001119
459871,농심홀딩스,0,0,3,1,0,1,0,4,4,1,1611495229296.0,1505059211842.0,1389130864097.0,20250318001154
469799,이엔플러스,0,0,3,2,0,2,0,5,5,0,100287243339.0,172159921484.0,120327643368.0,20250407004328
480367,SK오션플랜트,0,0,2,1,1,1,1,3,4,25,1421941567198.0,1431906666880.0,1220003934152.0,20250318000275
480455,STX엔진,0,0,1,2,1,1,0,4,4,5,968810437104.0,899134400319.0,853387672706.0,20250321000939
480950,이아이디,3,3,2,3,0,0,0,5,5,0,301066402104.0,467831375076.0,566212896315.0,20250321000678
481454,금호타이어,3,3,1,4,2,0,1,6,7,0,5362836776663.0,4830981257390.0,4694985403484.0,20250318001169
486705,아주스틸,0,0,2,2,1,1,0,5,5,7,961386247104.0,995406431200.0,760228485888.0,20250328001653
500254,GS,3,3,2,4,1,0,1,6,7,6,35063398000000.0,34448425000000.0,33922242000000.0,20250318001410
503668,LIG넥스원,4,4,2,4,1,0,1,6,7,38,6125264653217.0,3815758833285.0,3012727223129.0,20250321002001
508274,일진다이아,0,0,3,1,0,1,0,4,4,0,607347064513.0,594029354613.0,599305651807.0,20250312000641
508344,SK디앤디,3,3,1,3,1,0,0,5,5,6,1462224549572.0,2423076382258.0,2191576214447.0,20250314001183
520887,비상교육,0,0,3,1,0,1,0,4,4,0,388227963004.0,362621260298.0,309226087513.0,20250320001015
525934,LX세미콘,3,3,2,4,1,0,0,7,7,15,1499801948860.0,1205064944737.0,1289618542133.0,20250312001059
526599,덴티움,0,0,4,4,0,0,0,8,8,0,894428873103.0,773770340890.0,674583964552.0,20250321000457
534598,한컴라이프케어,0,0,3,3,3,1,0,9,9,0,198508016060.0,182210002869.0,208029841056.0,20250318000353
539274,대상홀딩스,0,0,4,2,2,1,2,6,8,2,4418554230618.0,4159485425647.0,4015327448810.0,20250319001086
540605,이월드,0,0,3,2,0,1,0,5,5,0,426903853313.0,421666523743.0,431705014700.0,20250313000580
540641,동양고속,3,3,4,3,0,0,1,6,7,2,157734719637.0,168393915617.0,165498374153.0,20250321001272
544452,이리츠코크렙,0,0,2,0,9,0,2,9,11,0,676886464617.0,682625491786.0,690297270403.0,20250317000839
545716,롯데렌탈,2,2,2,3,1,0,1,5,6,15,7006616781040.0,6718109060318.0,6927204106064.0,20250314001522
547583,하나금융지주,6,6,3,9,0,1,2,10,12,20,637847513000000.0,591925995000000.0,568603280000000.0,20250317000894
555874,제주항공,3,3,2,3,1,0,0,6,6,10,1998506193261.0,1980894333656.0,1644674848545.0,20250318001006
557508,GKL,0,0,5,7,0,1,1,11,12,0,616232394204.0,639368283536.0,609513166650.0,20250328001704
557933,진도,0,0,2,1,0,1,0,3,3,1,134793951029.0,124296633811.0,129200779871.0,20250327001019
564562,엠씨넥스,3,3,2,3,0,0,1,4,5,23,574103551032.0,535697470080.0,538890010550.0,20250318001032
565154,이노션,3,3,3,3,1,0,2,5,7,23,2714582224859.0,2560209103473.0,2290142554591.0,20250318001237
573579,평화산업,3,3,5,3,0,0,0,8,8,9,232580292137.0,252411568748.0,236600606117.0,20250317000667
583424,아모레퍼시픽,3,3,4,6,0,0,3,7,10,51,6783507800768.0,5886510888702.0,5801783178159.0,20250317000429
583442,노루페인트,0,0,5,2,0,1,0,7,7,9,667672287993.0,668631273273.0,668177302153.0,20250313001422
585219,세원이앤씨,0,0,6,1,0,1,0,7,7,9,274123838165.0,343623737505.0,282702159615.0,20250321001919
587466,KPX홀딩스,0,0,3,1,0,1,0,4,4,3,2018154285684.0,1928646649981.0,1819893802654.0,20250313001218
589127,KEC,0,0,2,1,0,1,0,3,3,0,450489555516.0,447745860874.0,401136512524.0,20250319000838
593032,LF,3,3,4,3,0,0,0,7,7,15,2914966723645.0,2755627761730.0,2584040376470.0,20250318000532
595191,후성,0,0,2,1,0,1,0,3,3,11,826277280544.0,853376951920.0,933755417033.0,20250317000896
622787,바이오노트,0,0,4,3,0,0,0,7,7,9,1697157256602.0,1592842324191.0,1757001765786.0,20250318001275
628189,웅진씽크빅,3,3,1,3,1,0,0,5,5,5,679055394604.0,739376283681.0,790792230162.0,20250320001745
631518,SK이노베이션,3,3,2,5,1,1,3,5,8,104,110530097549000.0,80835513251000.0,67218924277000.0,20250318000862
632304,JW홀딩스,0,0,4,3,0,0,1,6,7,10,1250608664458.0,1176266427927.0,1157579707497.0,20250318001204
633835,HJ중공업,4,4,2,4,0,0,1,5,6,0,2204429000000.0,2890585000000.0,2567697000000.0,20250320001670
635134,CJ제일제당,4,4,2,4,0,0,0,6,6,0,30149997467000.0,29606279551000.0,30013241845000.0,20250321001604
646732,진양홀딩스,0,0,3,1,0,1,0,4,4,1,667046949686.0,643080913118.0,597085261527.0,20250306000676
648721,SNT에너지,0,0,3,1,0,1,0,4,4,0,516608191578.0,423163460482.0,429772701838.0,20250220001320
651901,에어부산,3,2,2,2,3,0,0,7,7,1,1417585685197.0,1358083334270.0,1227883087659.0,20250317000731
652423,인바이오젠,0,0,2,2,0,1,1,3,4,0,162730128455.0,145703789452.0,144283848412.0,20250321001009
653024,진에어,4,4,3,4,0,0,0,7,7,6,1227138208863.0,952331547674.0,757789019510.0,20250318000022
661847,화인베스틸,3,3,4,3,0,0,0,7,7,6,152372838073.0,190295962377.0,179622909869.0,20250321001405
670340,씨에스윈드,3,3,4,3,0,0,1,6,7,13,3609483010970.0,2869361277711.0,1784106978440.0,20250325000771
671376,티웨이항공,0,0,4,3,0,0,0,7,7,16,1562449951177.0,1283873353732.0,1042495890560.0,20250321001231
679314,동성케미컬,0,0,3,2,0,1,0,5,5,22,1072894256482.0,970612855578.0,899511754452.0,20250515001393
681142,쌍방울,3,3,3,4,0,0,1,6,7,0,126894720950.0,143820156106.0,167746018396.0,20250321001840
683469,일진전기,0,0,3,1,0,1,0,4,4,15,1249038272000.0,928888144000.0,839513249000.0,20250312000485
684714,풍산,3,3,3,4,0,0,1,6,7,34,4096582596724.0,3660628679317.0,3395297191796.0,20250313001378
684802,에이플러스에셋,3,3,2,3,2,0,0,7,7,0,479276186298.0,372854700755.0,345302037105.0,20250320001609
687711,한국철강,3,3,3,3,0,0,0,6,6,4,899069317215.0,972464324884.0,948549497436.0,20250320001288
688996,KB금융,4,4,1,7,1,1,3,6,9,23,757845532000000.0,715725416000000.0,688653482000000.0,20250526000370
706715,미원홀딩스,0,0,4,3,0,0,0,7,7,2,494326942400.0,467503157829.0,485886407079.0,20250319000813
728638,한세실업,0,0,3,3,0,0,1,5,6,10,1424527346288.0,1237247610671.0,1239211177169.0,20250318000934
753643,주성코퍼레이션,4,3,3,5,0,0,2,6,8,0,36612068110.0,34134611938.0,32951331825.0,20250318000167
759513,LX하우시스,3,3,2,4,1,0,1,6,7,21,2354297000000.0,2384792000000.0,2483729000000.0,20250318001456
760971,크래프톤,3,3,2,5,0,0,4,3,7,8,7919463568015.0,6440456619598.0,6037783966136.0,20250318001121
767460,PI첨단소재,3,3,1,3,3,0,1,6,7,7,527526386235.0,517945909903.0,498996615717.0,20250313000132
776820,영원무역,3,3,3,4,0,1,2,5,7,20,5389722907461.0,5297123640656.0,4513623780811.0,20250321001998
787376,대성에너지,3,3,7,3,0,0,1,9,10,0,797405774074.0,803198158498.0,834489958201.0,20250320001296
791209,메타케어,0,0,3,0,0,1,1,2,3,4,156696839751.0,155304761752.0,189857328007.0,20250320001573
795135,코오롱인더,3,3,3,5,0,0,1,7,8,0,7248051156066.0,6002718764682.0,6003463015992.0,20250319000318
796994,조선선재,3,3,1,3,0,0,0,4,4,0,168292925340.0,155538184310.0,145133296597.0,20250715000164
797364,KC코트렐,0,0,2,1,0,1,0,3,3,0,294063763220.0,414426220424.0,323473720683.0,20250320001602
815369,에스제이엠,0,0,2,1,0,1,0,3,3,8,285110877176.0,251634548809.0,243275367790.0,20250320000753
816544,토니모리,3,3,3,3,0,0,1,5,6,5,210769726620.0,202609068278.0,199062053733.0,20250320000852
823429,한국화장품,0,0,2,1,0,1,0,3,3,7,57902458105.0,48624288729.0,43913329550.0,20250320001323
828497,한미약품,3,3,4,5,1,0,2,8,10,31,2020840493653.0,1898668375968.0,1924585730838.0,20250318001206
828789,대성산업,3,3,4,3,2,1,1,8,9,9,1686365340319.0,1733306521982.0,1824588314611.0,20250320001121
838500,엘브이엠씨,0,0,5,2,0,0,0,7,7,0,502559201.0,505537142.0,526527912.0,20250425000879
852087,시디즈,0,0,3,2,0,0,1,4,5,0,98603256829.0,95079294654.0,85063020141.0,20250328002312
854997,에스디바이오센서,3,3,3,4,0,0,0,7,7,22,3888464488208.0,3788831050300.0,3261922382065.0,20250318001095
855093,선진,0,0,4,3,0,0,0,7,7,8,,,1333616177351.0,20250318001380
855163,미원화학,3,3,3,3,0,0,0,6,6,0,187152690281.0,164770958446.0,147864035732.0,20250310000394
858364,BNK금융지주,4,4,1,7,0,1,1,7,8,8,152470490926534.0,145783633894264.0,136932606929118.0,20250318001176
