corp_code,corp_name,corp_eng_name,stock_code
01105153,두산로보틱스,Doosan Robotics Inc.,454910
00416414,넥스턴바이오,"NEXTURNBIOSCIENCE Co., LTD",089140
00960641,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),KIM PARALLEL OILFIELD OVERSEAS RESOURCES DEVELOPMENT SPECIAL ASSET FUND [1](EQUI,168490
00442570,제우스,"ZEUSCO.,LTD.",079370
00447575,제이앤티씨,"JNTC CO.,LTD.",204270
01579020,아이엠지티,IMGT Corporation Limited,456570
00480783,상신이디피,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",091580
00535746,컴투스홀딩스,Com2uS Holdings Corporation,063080
01326792,비투엔,"B2En Co., Ltd.",307870
00156150,엑시큐어하이트론,EXICURE HITRON INC.,019490
01590528,아스테라시스,"ASTERASYS Co., Ltd.",450950
01455492,데이원컴퍼니,Day1 Company Inc.,373160
00475718,이엠앤아이,"EMnI Co., Ltd.",083470
01217865,프롬바이오,"From Bio Co., Ltd.",377220
00526599,덴티움,DENTIUM,145720
00925374,윤성에프앤씨,"YUNSUNG F&C Co.,Ltd",372170
00961507,케일럼,"CAELUM Co., Ltd.",258610
01612608,신영해피투모로우제7호기업인수목적,Shinyoung HappyTomorrow No.7 Special Purpose Acquisition Company,419270
01678312,아이빔테크놀로지,"IVIM Technology, Inc.",460470
01319808,한일시멘트,"HANILCEMENTCO.,LTD.",300720
01873272,키움제11호스팩,Kiwoom No.11 Special Purpose Acquisition Company,489480
00565215,아이티센코어,"ITCENCORE CO.,LTD.",243870
01374717,미트박스,MeatBox Global Inc.,475460
01872219,유안타제17호스팩,Yuanta 17 SPECIAL PURPOSE ACQUISITION COMPANY,493790
00186799,태웅,"TAEWOONG CO., LTD.",044490
00965813,미투온,"ME2ON CO., LTD",201490
00874937,탑선,"Topsun co.,Ltd",180060
01168143,케이만금세기차륜집단유한공사,Cayman Golden Century Wheel Group Limited,900280
00125080,AK홀딩스,"AK Holdings, Inc.",006840
00486705,아주스틸,"AJUSTEEL CO.,LTD.",139990
00238001,블루콤,"BLUECOM CO.,LTD",033560
01706794,아이언디바이스,Iron Device Corp.,464500
01619513,엔에이치기업인수목적23호,NH SPECIAL PURPOSE ACQUISITION 23 COMPANY,422040
01046391,싸이토젠,"Cytogen, Inc.",217330
01037214,킵스파마,Keeps Biopharma Inc.,256940
01047707,포톤,"PHOTON CO., LTD",208710
00122472,PKC,"PKC Co., Ltd.",001340
00172228,엔케이,"NK CO.,LTD.",085310
00321204,지에이이노더스,"GA INNODUS CO., LTD.",076340
00527002,화인써키트,"Finecircuit CO.,LTD.",127980
01466832,라피치,"RAPEECH Co.,Ltd",403360
01492217,엑셀세라퓨틱스,Xcell Therapeutics Inc.,373110
00173698,신일전자,"SHINIL ELECTRONICS CO.,LTD",002700
01020524,자이글,"Zaigle Co., Ltd.",234920
00161408,케이비캐피탈,"KB CAPITAL CO,. LTD",021960
00112004,알바이오,"R Bio CO., LTD.",003190
00103510,인지컨트롤스,"INZI CONTROLS CO.,LTD",023800
00100601,강원에너지,"KANGWON ENERGY Co., Ltd.",114190
00114792,동국홀딩스,"DONGKUK HOLDINGS CO.,LTD.",001230
00109268,대동스틸,"DAE DONG STEEL CO., LTD.",048470
00135999,신라섬유,SillaTextile,001000
00406046,HD현대마린엔진,"HD-Hyundai Marine Engine Co., Ltd.",071970
00536329,노블엠앤비,"Noble M&B Co., Ltd.",106520
00363510,소니드,Sonid Inc.,060230
01458161,티엑스알로보틱스,"TXR Robotics Co., Ltd.",484810
00126186,삼성에스디에스,"SAMSUNG SDS CO., LTD.",018260
00126362,삼성SDI,"SAMSUNG SDI CO.,LTD",006400
00107987,남해화학,NAMHAE CHEMICAL CORPORATION,025860
00863533,삼양엔씨켐,SAMYANG NC Chem Corp.,482630
00223762,KT지니뮤직,KT GENIE MUSIC CORPORATION,043610
00109806,삼일씨엔에스,"SAMIL C&S CO.,LTD",004440
01526806,삼기에너지솔루션즈,"SAMKEE ENERGY SOLUTIONS CO.,LTD",419050
01688896,삼성FN리츠,"SamsungFN REIT Co., Ltd.",448730
00319272,성우,"SUNGWOO CO., LTD",458650
01854392,유진스팩11호,EUGENE SPECIAL PURPOSE ACQUISITION 11 COMPANY,488060
00958327,지앤비에스 에코,"GnBS eco Co.,Ltd",382800
00145862,인천도시가스,INCHON CITY GAS,034590
01110076,비유테크놀러지,B.U Technology,230980
00186452,광무,"Kwangmu Co.,Ltd.",029480
00976615,틸론,"TILON Co.,Ltd.",217880
00172079,HLB파나진,"HLB PANAGENE Co., LTD.",046210
00156442,한국가구,KoreaFurniture,004590
00180263,리더스코스메틱,"LEADERS COSMETICS CO., LTD.",016100
00206686,케이피엠테크,"KPM TECH CO., LTD.",042040
00216647,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",030530
00222435,제이엠아이,"JEONGMOON INFORMATION CO.,LTD.",033050
00267854,메디앙스,"Medience Co., LTD.",014100
00346407,크레오에스지,"CreoSG Co.,Ltd.",040350
00356839,메디콕스,"MEDICOX Co., Ltd.",054180
01728167,아이지넷,Aiji net Inc.,462980
00652159,코오롱머티리얼,KOLON MATERIALS,144620
01881800,한화플러스제5호스팩,Hanwha Plus No 5 Special Purpose Acquisition Company,498390
00486875,우양,"WOOYANG  Co., Ltd.",103840
00525679,차바이오텍,"Chabiotech Co.,Ltd.",085660
00530413,더코디,"THE CODI Co., LTD.",224060
00657002,에이디테크놀로지,"ADTechnology Co., Ltd.",200710
00683469,일진전기,"ILJIN ELECTRIC CO.,LTD",103590
00117276,네이처셀,"NATURECELL CO.,LTD.",007390
01042711,글로벌텍스프리,"Global Tax Free Co., Ltd.",204620
00159740,KISCO홀딩스,KISCO Holdings Corp.,001940
00112332,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",085620
00139153,에코플라스틱,ECOPLASTIC CORPORATION,038110
00141671,오리콤,ORICOM Inc,010470
00149354,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,001630
00158024,KBI메탈,"KBI METAL CO., LTD.",024840
00152862,코오롱,KOLON CORPORATION,002020
00153861,태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,009410
01042359,지엘팜텍,GL Pharm Tech Corp.,204840
00357740,NHN KCP,NHN KCP Corp.,060250
00377018,기가레인,"GIGALANE Co., Ltd.",049080
00384762,파커스,"PAKERS CO., Ltd.",065690
00466428,아미노로직스,"AMINOLOGICS CO.,LTD.",074430
00608802,텔콘RF제약,TELCON RF PHARMACEUTICAL. Inc.,200230
00667425,에이팩트,"APACT Co., Ltd.",200470
00838005,서진시스템,"SEOJIN SYSTEM CO.,LTD",178320
00129509,한익스프레스,"HAN EXPRESS CO.,LTD",014130
01372782,엑스게이트,"AXGATE Co., Ltd.",356680
00125530,SPC삼립,"SPC SAMLIP CO., LTD.",005610
00384948,대유,"DAEYU CO., LTD.",290380
00962922,팬젠,Pangen Biotech Inc.,222110
01453944,벡트,"VECT Co., Ltd.",457600
00223513,제이씨현시스템,"JCH Systems, Inc.",033320
00121534,MH에탄올,"MHETHANOL CO.,LTD",023150
00366845,탑엔지니어링,Top Engineering Company Limited,065130
00126292,삼성카드,"SAMSUNG CARD CO.,LTD",029780
00659161,싸이맥스,CYMECHS Inc.,160980
01236532,와이즈버즈,Wise birds Inc.,273060
00133858,세방전지,"SEBANG GLOBAL BATTERY CO.,LTD",004490
00137252,사조동아원,"SAJODONGAONE CO.,LTD",008040
01796858,신영스팩10호,Shinyoung HappyTomorrow No.10 Special Purpose Acquisition Company,472220
00140177,GS리테일,"GS Retail Co.,Ltd",007070
01813377,에이치엠씨제7호스팩,HMCIB No.7 Special Purpose Acquisition Company,477340
00150633,지누스,ZINUS INC.,013890
01590980,심플랫폼,"Simplatform Co., Ltd.",444530
00556907,에이스테크,Ace Technologies Corp.,088800
00560122,한울소재과학,"HanWool Materials Science, Inc.",091440
00579999,고영,KohYoungTechnologyInc.,098460
00585538,에스에너지,"S-EnergyCO.,LTD.",095910
00659684,장원테크,"JangWonTech Co., Ltd.",174880
00665676,아시아경제,"The Asia Business Daily Co., Ltd.",127710
00666204,제너셈,Genesem Inc.,217190
00799539,제노레이,"GENORAY Co., LTD.",122310
00915508,알엔투테크놀로지,"RN2 Technologies Co., Ltd.",148250
01105621,엔투텍,"N2TECH CO.,LTD",227950
01112889,피엔에이치테크,"P&H TECH Co., Ltd.",239890
01124680,보라티알,"BORATR CO., Ltd.",250000
01215618,와이엠텍,"YM Tech Co., Ltd.",273640
01309795,알로이스,ALOYS Inc.,297570
00355089,토탈소프트,TOTAL SOFT BANK LTD.,045340
00958664,신스틸,"SHIN STEEL CO.,LTD.",162300
00158307,롯데하이마트,"LOTTE Himart Co.,Ltd",071840
00140168,HS애드,HS Ad Inc.,035000
01262458,동아타이어공업,"DONG AH TIRE & RUBBER CO.,LTD",282690
00199076,동일기연,DongilTechnology,032960
01258428,프레스티지바이오로직스,"Prestige Biologics Co., Ltd.",334970
01290248,스코넥,"SKONEC ENTERTAINMENT Co., Ltd.",276040
01423916,온코크로스,"Oncocross Co.,Ltd.",382150
01444380,에이텀,"ATUM CO., LTD.",355690
01472930,오브젠,OBZEN Inc.,417860
01579570,시큐레터,"SecuLetter Co., Ltd.",418250
00820389,한울비앤씨,"HanulBnC CO.,LTD",214870
01093007,LS에코에너지,LS Eco Energy Ltd.,229640
01203808,AP시스템,Advanced Process Systems Corporation,265520
01616482,신한제10호기업인수목적,Shinhan 10th Special Purpose Acquisition Company,418210
00765897,한국피아이엠,"PIM KOREA Co.,Ltd.",448900
00350312,HDC랩스,"HDC LABS Co., Ltd.",039570
00301112,삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",046390
01408999,웨이버스,"WAVUS Co.,Ltd",336060
01023211,와이제이링크,"YJLINK CO.,LTD.",209640
01135057,녹십자웰빙,GREEN CROSS WellBeing Corporation,234690
00155258,포스코스틸리온,"POSCO STEELEON Co.,Ltd.",058430
00155276,포스코퓨처엠,"POSCO FUTURE M CO., LTD.",003670
00204208,마니커,"MANIKER CO.,LTD.",027740
00377610,세아홀딩스,SEAH HOLDINGS CORP,058650
01032413,해성디에스,"HAESUNG DS Co.,Ltd.",195870
01316254,HS효성첨단소재,HS HYOSUNG ADVANCED MATERIALS,298050
00927558,유바이오로직스,"EuBiologics Co., Ltd.",206650
01436628,이지스레지던스리츠,"IGIS RESIDENCE REIT Co., Ltd.",350520
00414540,대주이엔티,"Daejoo Energy INnovation Technology Co.,Ltd",114920
00475985,시너지이노베이션,"Synergy Innovation Co., Ltd.",048870
00476498,컴투스,Com2uSCorporation,078340
00492894,젬백스,"GemVax & KAEL Co.,Ltd.",082270
00574611,SDN,SDN Company Ltd.,099220
00613318,와이지엔터테인먼트,YG Entertainment Inc.,122870
00870065,쓰리에이로직스,3ALogics. Inc.,177900
00127699,유네코,"UNECO CO.,LTD.",064510
01511558,네오이뮨텍,"NeoImmuneTech, Inc.",950220
00638539,앤에스,"NS Co., Ltd.",126870
01363924,한국미라클피플사,"KOREA MIRACLE PEOPLE COMPANY Co., Ltd.",331660
00101752,케이씨피드,"KC FEED CO., LTD.",025880
00107598,남양유업,"NAMYANG DAIRY PRODUCTS CO.,LTD",003920
00120924,매일홀딩스,"MAEIL HOLDINGS CO., LTD.",005990
01563922,엠오티,"MOT Co., Ltd.",413390
00116268,동성제약,"DONGSUNG PHARMACEUTICAL CO.,LTD",002210
00972293,파멥신,PharmAbcine Inc.,208340
00104120,광진실업,KwangjinInd,026910
00141404,영풍제지,"YOUNGPOONG PAPER MFG CO.,LTD",006740
00415646,드림텍,"DREAMTECH CO.,LTD.",192650
00351454,더테크놀로지,"The Technology Co., Ltd.",043090
00474588,한중엔시에스,"HanJungNCS.Co.,Ltd",107640
01819867,미래에셋비전스팩6호,Mirae Asset Vision Special Purpose Acquisition 6 Company,478440
00423609,LG생명과학,"LG LIFE SCIENCES,  LTD.",068870
01584183,퀄리타스반도체,"QUALITAS SEMICONDUCTOR CO., LTD.",432720
00113234,대한제당,TS CORPORATION,001790
00140566,한탑,Hantop Inc.,002680
00113243,대한제분,"DAEHAN FLOUR MILL CO.,LTD",001130
00162911,한일사료,HANIL FEED Co.Ltd,005860
00121941,대상,DAESANG CORPORATION,001680
00192499,팜스토리,"FarmStory CO.,LTD.",027710
00126955,삼양식품,Samyang Foods Inc.,003230
00241209,모아텍,"MOATECH CO., LTD.",033200
00242378,이지홀딩스,"Easy Holdings Co., Ltd.",035810
00130879,서울식품공업,"SEOUL FOOD IND CO.,LTD",004410
00364467,드림어스컴퍼니,Dreamus Company,060570
00370006,iMBC,"iMBC Co., Ltd.",052220
00142661,우성,"WOOSUNG CO., LTD.",006980
01226270,스톰테크,"Stormtec Co.,Ltd",352090
00156691,한국공항,"KOREA AIRPORT SERVICE CO.,LTD",005430
00158149,한국쉘석유,"HANKOOK SHELL OIL CO.,LTD",002960
00620558,에이비프로바이오,"Abpro Bio Co., Ltd.",195990
01293485,제닉스,"ZENIX Co., Ltd.",381620
00303794,쇼박스,SHOWBOX Corp.,086980
00875307,야스,"YAS Co., Ltd",255440
00127158,씨아이테크,"CITECH CO.,LTD",004920
00144720,와이투솔루션,"Y2 Solution CO.,LTD",011690
00260356,산은캐피탈,KDB CAPITAL CORPORATION,008270
00220622,서호전기,"Seoho Electric Co.,Ltd.",065710
00442455,코스나인,"Cosnine Co., Ltd",082660
00390903,우주일렉트로,"UJU ELECTRONICS CO., LTD",065680
00446831,세실,SESILCORPORATION,084450
00149646,기업은행,INDUSTRIAL BANK OF KOREA,024110
00361169,한국전자인증,KOREA ELECTRONIC CERTIFICATION AUTHORITY,041460
01714997,신한글로벌액티브리츠,"Shinhan Global Active REIT Co., Ltd.",481850
01689035,민테크,"Mintech Co., Ltd.",452200
00681373,디지캡,"DigiCAP Co., Ltd.",197140
00127802,삼익THK,"SAMICK THK CO.,LTD",004380
01353024,TS트릴리온,"TS Trillion Co., Ltd.",317240
01555215,스마트레이더시스템,"Smart Radar System, Inc.",424960
01137860,위너스,"Winners Co., Ltd.",479960
00445841,MDS테크,MDS Tech Inc.,086960
00446479,신비앤텍,"Seen BnTek Co.,Ltd.",070480
00370255,테크엘,"TechL Co., LTD.",064520
00128971,디엘건설,"DL Construction Co., LTD.",001880
00917861,슈피겐코리아,"Spigen Korea Co., Ltd",192440
00103635,광림,"KANGLIM Co., LTD.",014200
00298447,아모텍,"Amotech Co., Ltd.",052710
01025644,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",217730
00876908,모트렉스,"MOTREX CO., LTD",118990
00863038,캐리,"CARRY CO., LTD.",313760
00201450,에스케이렌터카,"SK RENT A CAR CO.,LTD",068400
00139889,SKC,SKC LTD,011790
01366000,태성,"TAESUNG CO.,LTD.",323280
00762377,씨앗,"CIAAT Co., Ltd.",103660
00409788,비에이치아이,"BHI Co., LTD.",083650
00291152,디비엘,"DBL Co., Ltd.",041500
01492688,드림인사이트,"DREAMINSIGHT Co., Ltd.",362990
01841635,미래에셋비전스팩7호,Mirae Asset Vision Special Purpose Acquisition 7 Company,482680
01153105,비비씨,"Best Bristle Company Co., Ltd.",318410
00816933,진영,"JINYOUNG CO., LTD",285800
00149345,조흥,CHOHEUNG CORPORATION,002600
00449254,쎄트렉아이,"SatrecInitiativeCo.,Ltd.",099320
00545734,아미코젠,"Amicogen, Inc.",092040
00340917,동원F&B,"DONGWON F & B CO.,LTD",049770
00560849,에스앤디,"S&D Co., Ltd",260970
00428321,해태제과식품,"Haitai Confectionery and Foods Co., Ltd.",101530
00397252,조이시티,JoyCity Corporation,067000
01034730,크로넥스,"CRONEX.CO.,LTD",215570
00435969,인피니트헬스케어,"INFINITT Healthcare Co., Ltd.",071200
01035942,메디안디노스틱,Median Diagnostics Inc.,233250
01604371,상상인제3호기업인수목적,Sangsangin No.3 Special Purpose Acquisition Company,415580
00108913,대교,"DAEKYO CO.,LTD",019680
00206659,이랜텍,"Elentec Co., Ltd",054210
00254045,우리은행,Woori Bank ,000030
01406265,와이랩,YLAB Corporation,432430
00929778,배터리솔루션즈,"Battery Solutions Co.,Ltd",199870
01117918,셀젠텍,"CELLGENTEK Co., Ltd",258250
01168684,스튜디오드래곤,Studio Dragon Corporation,253450
01318933,지니틱스,"Zinitix Co.,Ltd.",303030
00576798,디아이티,DIT Corp.,110990
00592653,유비벨록스,UbiVelox Inc.,089850
00116824,동아쏘시오홀딩스,"Dong-A Socio Holdings Co.,Ltd",000640
00104102,우리종합금융,"Woori Investment Bank Co.,Ltd",010050
00440712,리튬포어스,Lithium-for-earth Inc ,073570
00956930,동아에스티,"DONG-A ST CO.,LTD",170900
00627029,DGI,"DG-ITX Co., Ltd.",099520
01601222,씨피시스템,"CP SYSTEM CO.,LTD",413630
00301015,한서제약,"HANSEOPHARM.CO.,LTD.",044070
00301626,플래닛팔이,Planet82 Inc.,057330
00299844,미래반도체,"MIRAI SEMICONDUCTORS CO., LTD.",254490
00650771,하이젠알앤엠,"HIGEN RNM CO., LTD",160190
00579139,한국맥널티,"Mcnulty Korea Co., Ltd",222980
00635134,CJ제일제당,CJ CHEILJEDANG CORP.,097950
00855093,선진,"SUNJIN CO., LTD.",136490
00811372,노바렉스,"NOVAREX Co., Ltd.",194700
00896285,삼양사,Samyang Corporation,145990
00986898,팜스빌,"Pharmsville Co., Ltd.",318010
01167056,샘표식품,SEMPIO FOODS COMPANY,248170
01205329,크라운제과,"CROWN CONFECTIONERY CO.,LTD",264900
01068737,에이치피오,"H.PIO Co., Ltd.",357230
01238169,오리온,ORION CORP.,271560
01071944,미래생명자원,"MILAE BIORESOURCES CO., LTD.",218150
01258507,롯데웰푸드,"LOTTE WELLFOOD CO.,LTD",280360
01214248,뉴트리,"Newtree Co., Ltd.",270870
00445869,유니포인트,UNIPOINT Corp.,121060
00523176,광동헬스바이오,"Kwangdong Healthbio Co., Ltd.",086220
01613281,하나금융22호기업인수목적,Hana Financial Twenty-two SPAC,418170
01632912,온코닉테라퓨틱스,Onconic Therapeutics Inc.,476060
00876166,KBG,KBG Corp.,318000
00101488,경동나비엔,"KYUNG DONG NAVIEN CO.,LTD",009450
00108001,남화토건,"Nam Hwa Construction Company, Limited",091590
00107066,남광토건,"NAMKWANG ENGINEERING & CONSTRUCTION CO.,LTD",001260
00136165,스페코,Speco,013810
00137915,에스엠코어,SMCore.Inc,007820
00112651,대창,"DAECHANG Co.,Ltd",012800
00158565,한국알콜,KoreaAlcoholIndustrial,017890
00118026,동원산업,"DONGWON INDUSTRIES CO.,LTD",006040
00184667,유진기업,EUGENE Corporation,023410
00119195,동화약품,"DONGWHA PHARM.CO.,LTD",000020
00200910,아이즈비전,EYESVISION CORPORATION,031310
00123541,보해양조,"BOHAE BREWERY CO.,LTD",000890
00125521,에스엘,SL CORPORATION,005850
00318316,대아티아이,"DAEA TI CO., LTD.",045390
00131832,SK디스커버리,"SK Discovery Co.,Ltd.",006120
00329093,코데즈컴바인,"Codes Combine Co.,Ltd.",047770
00389998,한성크린텍,"HANSUNG CLEANTECH CO., LTD.",066980
00132637,동원시스템즈,Dongwon Systems Corporation,014820
00528515,한라IMS,"HANLA IMS Co., LTD",092460
00145190,유화증권,"YUHWA SECURITIES CO.,LTD",003460
01851650,KB제30호스팩,KB No.30 Special Purpose Acquisition Company,486630
00605522,소룩스,"Solux Co., Ltd.",290690
01011438,에이치엘사이언스,"HLSCIENCE Co., LTD",239610
00910202,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",178600
00103626,한솔피엔에스,"HANSOL PNS CO.,LTD.",010420
00317089,한국애보트진단,Abbott Diagnostics Korea Inc.,066930
00442154,제이엔케이글로벌,"JNK Global Co., Ltd.",126880
01085187,씨알푸드,Ssial Food Inc.,236030
01352575,바이오텐,"Bioten Co., Ltd",289170
01243161,인산가,INSAN Inc.,277410
01276327,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",299900
01453670,휴럼,"Hurum Co., Ltd.",353190
01480568,이지바이오,"EASY BIO, Inc.",353810
01491607,오에스피,"OSP Co., Ltd",368970
00101549,경동제약,KyungdongPharm,011040
00103015,고려제약,"KOREAN DRUG CO., LTD.",014570
00104722,국제약품,"Kukje Pharma Co., Ltd.",002720
00113128,대한약품,DaehanPharmaceutical,023910
00114686,동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",006620
00114808,동국제약,"DongKookPharmaceuticalCo.,Ltd.",086450
01020843,원익피앤이,"WONIK PNE CO., LTD.",217820
00455981,에스엔유프리시젼,"SNUPrecisionCo.,Ltd.",080000
00540863,GST,"GlobalStandardTechnologyCo.,Ltd.",083450
00146232,일성건설,"ILSUNG CONSTRUCTION CO.,LTD",013360
00541163,이엠텍,"EM-Tech.CO.,LTD.",091120
00148896,OCI홀딩스,OCI Holdings Company Ltd.,010060
00545929,제넥신,"Genexine, Inc.",095700
00156488,휴스틸,"HUSTEEL CO.,LTD",005010
00614478,휴메딕스,"Humedix Co., Ltd.",200670
00159500,한국종합기술,Korea Engineering Consultants Corp.,023350
00656289,코스맥스엔비티,"COSMAX NBT, INC.",222040
00160047,한국앤컴퍼니,"HANKOOK & COMPANY CO., LTD.",000240
00799177,삼기,SAMKEE CORP.,122350
00160302,코스모화학,"COSMOCHEMICALCO.,LTD",005420
00161426,한미사이언스,"Hanmi Science Co.,Ltd",008930
00991298,씨이랩,"XIIlab Co., Ltd",189330
00163761,한창제지,"HANCHANG PAPER CO.,LTD",009460
01031502,코아시아씨엠,"CoAsia CM Co.,Ltd",196450
00164636,HDC,"HDC HOLDINGS CO.,Ltd",012630
01032583,강동씨앤엘,"KANGDONG C&L co., Ltd",198440
00164645,HMM,"HMM CO.,LTD",011200
00106614,기신정기,KISHIN CORPORATION,092440
00557933,진도,"JINDO.CO.,LTD",088790
01663569,하스,HASS Corp.,450330
01018617,메디쎄이,"MEDYSSEY CO.,LTD",200580
00369213,폴라리스AI,Polaris AI Corp.,039980
01110182,SCL사이언스,SCL Science Inc.,246960
00116426,이렘,"IREM Co.,Ltd.",009730
00122551,백산,"BAIKSAN CO.,LTD",035150
00140946,한솔로지스틱스,"Hansol Logistics CO., Ltd",009180
00139205,안국약품,"AHN-GOOK PHARMACEUTICAL Co., Ltd.",001540
00141477,영흥,"YOUNGWIRE CO., LTD.",012160
00349811,오션인더블유,"Ocean In W Co.,Ltd.",052300
00534598,한컴라이프케어,Hancom Lifecare Inc.,372910
01060744,한솔제지,"Hansol Paper Co., Ltd",213500
00815095,우리이앤엘,"WOOREE E&L CO.,Ltd.",153490
01187148,케어랩스,"Carelabs Co.,Ltd",263700
00329084,비엔디,"BND Co., Ltd.",047940
00334493,씨티앤티,"CT&T Co.,Ltd.",050470
00334615,콜마파마,"Kolmarpharma Co.,Ltd.",038710
00349787,지케이파워,"GKPOWER CO., LTD",054020
00577016,수산아이앤티,"SOOSAN INT Co., LTD.",050960
00123718,부광약품,"BUKWANG PHARMACEUTICAL IND CO.,LTD",003000
00126414,삼성제약,"SAMSUNG PHARMACEUTICAL.CO.,Ltd.",001360
00126788,삼아제약,Sam-A Pharm. Co. Ltd,009300
00128546,삼천당제약,SAM CHUN DANG PHARM CO. LTD,000250
00129679,녹십자,Green Cross Corporation,006280
00131018,서울제약,"SEOUL PHARMA CO.,LTD",018680
00135050,팜젠사이언스,"PharmGen Science, Inc.",004720
00136448,신신제약,"SINSIN PHARMACEUTICAL Co., LTD.",002800
00137058,신일제약,"SHINIL PHARMACEUTICAL CO., LTD.",012790
00137359,신풍제약,"SHINPOONG PHARMACEUTICAL CO.,LTD",019170
00141149,영진약품,"YUNGJIN PHARM. CO., LTD",003520
00144818,유유제약,"Yuyu Pharma, Inc.",000220
00146083,일동홀딩스,"ILDONG HOLDINGS CO.,LTD ",000230
00149947,JW중외제약,JW PHARMACEUTICAL,001060
00150536,진양제약,"JIN YANG PHARMACEUTICAL. CO., LTD",007370
00158963,유나이티드,KOREA UNITED PHARM INC,033270
00161046,한독,HANDOK Inc.,002390
00442631,태양기계,"Sun Machinery Co.,LTD",116100
00111111,대양금속,"DAIYANG METAL CO.,LTD",009190
00681249,씨유메디칼,CU MEDICAL SYSTEMS Inc.,115480
01038693,드림시큐리티,"Dream Security Co.,Ltd.",203650
00167192,넥센,NEXEN CORPORATION,005720
00173874,넥센타이어,NEXEN TIRE CORPORATION,002350
01068658,선샤인푸드,Sunshine Food Inc.,217620
00178754,동아지질,Dong-Ah Geological Engineering Company LTD.,028100
01098792,본느,"Bonne Co., Ltd.",226340
00233653,한국토지신탁,"Korea Real Estate Investment & Trust Co., Ltd",034830
00241005,코오롱ENP,"KOLON ENP, INC.",138490
01181807,형지글로벌,"Hyungji Global Co., Ltd.",308100
00357935,HDC현대EP,"HDC Hyundai Engineering Plastics Co., Ltd. ",089470
01189438,HLB바이오스텝,"HLB bioStep Co.,Ltd.",278650
00365387,AJ네트웍스,"AJ Networks Co.,Ltd.",095570
01201590,에브리봇,EVERYBOT Inc.,270660
00759513,LX하우시스,"LX HAUSYS, LTD.",108670
01211232,코윈테크,"COWINTECH Co., Ltd",282880
00795135,코오롱인더,"KOLON INDUSTRIES, INC.",120110
00854997,에스디바이오센서,SD BIOSENSOR  INC.,137310
00157399,한솔테크닉스,"Hansol Technics Co., Ltd",004710
00549925,루트로닉,Lutronic Corporation,085370
00308559,코디,"KODI Co.,LTD.",080530
00653103,퓨처코어,"FutureCore Co.,Ltd.",151910
01258020,에스바이오메딕스,"S.Biomedics Co., Ltd.",304360
00261887,티엘아이,TLIInc.,062860
00356158,영진코퍼레이션,"YOUNGJIN Corporation Co., Ltd.",053330
01605282,닷밀,dotmill Inc.,464580
00162586,한올바이오파마,"HANALL BIOPHARMA CO.,LTD",009420
00164706,현대약품,"HYUNDAI PHARMACEUTICAL CO., LTD",004310
00166573,환인제약,"WHANIN PHARM CO.,LTD",016580
00187770,한국파마,"KOREA PHARMA Co., Ltd.",032300
00210740,대화제약,"DAE HWA PHARM CO., LTD",067080
00216027,바이넥스,"Binex Co., Ltd.",053030
00231831,조아제약,"ChoA Pharmaceutical Co., LTD.",034940
00256043,비씨월드제약,"BCWORLDPHARM Co., Ltd.",200780
00533809,바스칸바이오제약,BASKHANBIOPharma Inc.,354390
00541349,셀트리온제약,Celltrion Pharm Inc.,068760
00765851,위더스제약,"Withus Pharmaceutical. Co., LTD",330350
00828497,한미약품,"Hanmi Pharm. Co., Ltd.",128940
00359395,헬릭스미스,"Helixmith Co., Ltd",084990
01405451,알체라,Alchera Inc.,347860
00585219,세원이앤씨,"SEWON E&C CO.,LTD.",091090
01091382,세토피아,"Setopia Co.,Ltd.",222810
01601286,미래에셋비전기업인수목적1호,Mirae Asset Vision Special Purpose Acquisition 1 Company,412930
01718407,블랙야크아이앤씨,"BLACK YAK I&C CO.,LTD",478560
00937324,한국타이어앤테크놀로지,"HANKOOK TIRE & TECHNOLOGY CO.,LTD",161390
01245062,코오롱티슈진,"Kolon TissueGene, Inc.",950160
01108099,현대코퍼레이션홀딩스,"HYUNDAI CORPORATION HOLDINGS Co.,Ltd.",227840
01275665,리메드,"REMED CO.,LTD.",302550
01310269,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,294870
01712485,코오롱모빌리티그룹,KOLON MOBILITY GROUP CORPORATION,450140
00537221,인바이츠바이오코아,"INVITES BIOCORE CO., LTD",216400
00580065,월덱스,"WORLDEXINDUSTRY&TRADINGCO.,LTD",101160
00109019,아이엠뱅크,iM Bank,005270
00111847,대원강업,"DAEWONKANGUP CO.,LTD",000430
00121969,에쓰씨엔지니어링,"SC ENGINEERING CO., LTD",023960
00516246,알에프세미,"RFsemiTechnologies,Inc.",096610
01290381,피엔케이피부임상연구센타,"P&K Skin Research Center Co.,Ltd.",347740
