rcept_no,rcept_dt,corp_code,corp_name,repror,isu_exctv_rgist_at,isu_exctv_ofcps,isu_main_shrholdr,sp_stock_lmp_cnt,sp_stock_lmp_irds_cnt,sp_stock_lmp_rate,sp_stock_lmp_irds_rate
20240809000079,2024-08-09,00123107,BOLAK,황보대호,Registered executive,상무이사,-,"100,000","30,000",0.17,0.05
20241016000281,2024-10-16,00165343,HAEIN CORPORATION,류광숙,Registered executive,상무이사,-,"10,000","5,000",0.08,0.04
20250211000433,2025-02-11,00165343,HAEIN CORPORATION,원중희,Unregistered executive,부회장,-,"780,000","-20,000",6.14,-0.15
20250725000246,2025-07-25,00165343,HAEIN CORPORATION,원중희,Unregistered executive,부회장,-,"730,000","-50,000",5.74,-0.40
20231010000126,2023-10-10,00159218,KEPCO Plant Service & Engineering,국민연금공단,-,-,10%이상주주,"4,684,601","-409,138",10.41,-0.91
20240104000260,2024-01-04,00159218,KEPCO Plant Service & Engineering,국민연금공단,-,-,10%이상주주,"4,961,125","276,524",11.02,0.61
20240403003232,2024-04-03,00159218,KEPCO Plant Service & Engineering,국민연금공단,-,-,10%이상주주,"4,899,499","-61,626",10.89,-0.13
20240703000161,2024-07-03,00159218,KEPCO Plant Service & Engineering,국민연금공단,-,-,10%이상주주,"4,581,844","-317,655",10.18,-0.71
20240725000264,2024-07-25,00159218,KEPCO Plant Service & Engineering,국민연금공단,-,-,10%이상주주,"4,398,004","-183,840",9.77,-0.41
20230829000773,2023-08-29,00101220,KG Chemical Corporation,케이지제로인,-,-,10%이상주주,"14,317,220","11,453,776",20.91,0.26
20230829000844,2023-08-29,00101220,KG Chemical Corporation,곽재선,Registered executive,회장(사내이사),사실상지배주주,"11,154,785","8,923,828",16.29,-4.56
20230829000854,2023-08-29,00101220,KG Chemical Corporation,곽정현,Registered executive,대표이사,-,"2,128,430","1,702,744",3.11,0.04
20240704000052,2024-07-04,00101220,KG Chemical Corporation,곽정현,Registered executive,대표이사,-,"2,260,000","131,570",3.30,0.19
20240808000080,2024-08-08,00101220,KG Chemical Corporation,곽정현,Registered executive,대표이사,-,"2,360,000","100,000",3.45,0.15
20241126000133,2024-11-26,00101220,KG Chemical Corporation,곽정현,Registered executive,대표이사,-,"2,568,000","208,000",3.75,0.30
20241202000091,2024-12-02,00101220,KG Chemical Corporation,곽정현,Registered executive,대표이사,-,"2,810,000","242,000",4.10,0.35
20250414000961,2025-04-14,00101220,KG Chemical Corporation,곽정현,Registered executive,대표이사,-,"2,971,727","161,727",4.34,0.24
20240510000932,2024-05-10,00162993,HANIL HOLDINGS,허남섭,-,-,사실상지배주주,"496,625","-300,000",1.61,-0.97
20250110000649,2025-01-10,00332927,JS Corporation,최윤혁,Unregistered executive,이사,-,"22,436","22,436",0.16,0.16
20250331002528,2025-03-31,00332927,JS Corporation,윤유진,Registered executive,"사외이사 
겸 감사위원",-,"1,252","1,252",0.01,0.01
20250409002001,2025-04-09,00332927,JS Corporation,오한섭,Unregistered executive,이사,-,"15,940","7,970",0.06,0
20250409002019,2025-04-09,00332927,JS Corporation,이성용,Unregistered executive,이사,-,"60,750","30,375",0.22,-0.01
20250409002043,2025-04-09,00332927,JS Corporation,임영수,Unregistered executive,이사,-,"21,546","10,773",0.08,0
20250409002257,2025-04-09,00332927,JS Corporation,홍재성,Registered executive,대표이사,Effective controlling shareholders,"6,376,602","3,188,301",22.81,-1.1
20250409002094,2025-04-09,00332927,JS Corporation,이왕은,Unregistered executive,상무이사,-,"91,400","45,700",0.33,-0.01
20250409002113,2025-04-09,00332927,JS Corporation,정해용,Unregistered executive,전무이사,-,"50,980","25,490",0.18,-0.01
20250409002143,2025-04-09,00332927,JS Corporation,윤유진,Registered executive,"사외이사 
겸 감사위원",-,"2,504","1,252",0.01,0
20250409002189,2025-04-09,00332927,JS Corporation,장석민,Registered executive,사내이사,-,"45,580","22,790",0.16,-0.01
20250409002214,2025-04-09,00332927,JS Corporation,홍송희,-,-,Shareholders holding 10% or more,"3,025,000","1,512,500",10.82,-0.52
20250409002232,2025-04-09,00332927,JS Corporation,홍종훈,-,-,Shareholders holding 10% or more,"5,588,066","2,794,033",19.99,-0.96
20250409001986,2025-04-09,00332927,JS Corporation,성시형,Unregistered executive,이사,-,"8,728","4,364",0.03,0
20250409001979,2025-04-09,00332927,JS Corporation,최윤혁,Unregistered executive,이사,-,"44,872","22,436",0.16,0
20250409002066,2025-04-09,00332927,JS Corporation,김태경,Unregistered executive,이사,-,"60,000","30,000",0.21,-0.01
20250512000494,2025-05-12,00332927,JS Corporation,차석현,Unregistered executive,이사,-,900,900,0.00,0.00
20250512000621,2025-05-12,00332927,JS Corporation,박익종,Unregistered executive,상무,-,400,400,0.00,0.00
20250512000594,2025-05-12,00332927,JS Corporation,최윤혁,Unregistered executive,이사,-,"46,272","1,400",0.17,0.01
20250512000573,2025-05-12,00332927,JS Corporation,임영수,Unregistered executive,이사,-,"22,946","1,400",0.08,0
20250512000502,2025-05-12,00332927,JS Corporation,김치헌,Unregistered executive,이사,-,"1,500","1,350",0.01,0.01
20250512000505,2025-05-12,00332927,JS Corporation,황상하,Unregistered executive,이사,-,900,900,0.00,0.00
20250512000508,2025-05-12,00332927,JS Corporation,성시형,Unregistered executive,이사,-,"9,928","1,200",0.04,0.01
20250512000513,2025-05-12,00332927,JS Corporation,오한섭,Unregistered executive,이사,-,"17,140","1,200",0.06,0
20250512000533,2025-05-12,00332927,JS Corporation,김태경,Unregistered executive,이사,-,"61,400","1,400",0.22,0.01
20250512000537,2025-05-12,00332927,JS Corporation,이성용,Unregistered executive,이사,-,"62,150","1,400",0.23,0.01
20250512000543,2025-05-12,00332927,JS Corporation,이왕은,Unregistered executive,상무이사,-,"93,400","2,000",0.34,0.01
20250512000549,2025-05-12,00332927,JS Corporation,정해용,Unregistered executive,전무이사,-,"52,380","1,400",0.19,0.01
20250512000555,2025-05-12,00332927,JS Corporation,장석민,Registered executive,사내이사,-,"46,780","1,200",0.17,0.01
20250715000324,2025-07-15,00332927,JS Corporation,임영수,Unregistered executive,이사,-,"11,946","-11,000",0.04,-0.04
20250715000319,2025-07-15,00332927,JS Corporation,정해용,Unregistered executive,전무이사,-,"36,723","-15,657",0.13,-0.06
20250715000317,2025-07-15,00332927,JS Corporation,김태경,Unregistered executive,이사,-,"10,000","-51,400",0.03,-0.19
20250715000330,2025-07-15,00332927,JS Corporation,차석현,Unregistered executive,이사,-,0,-900,0.00,0.00
20240820000351,2024-08-20,00398792,SNT MOTIV,SNT홀딩스,-,-,사실상지배주주,"5,987,768","133,895",40.95,0.92
20250407004300,2025-04-07,00398792,SNT MOTIV,SNT홀딩스,-,-,Effective controlling shareholders,"11,975,536","5,987,768",45.12,4.17
20240405003840,2024-04-05,00148920,CHOKWANG PAINT,박석주,Unregistered executive,센터장,-,"3,062","3,062",0.02,0.02
20240405003880,2024-04-05,00148920,CHOKWANG PAINT,이노엘,Unregistered executive,센터장,-,190,190,0.00,0.00
20240405003857,2024-04-05,00148920,CHOKWANG PAINT,윤영호,Unregistered executive,센터장,-,"1,183","1,183",0.01,0.01
20240405003849,2024-04-05,00148920,CHOKWANG PAINT,김진희,Unregistered executive,센 터 장,-,300,300,0.00,0.00
20231018000007,2023-10-18,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,217,028","-4,580",16.01,-0.02
20231109000018,2023-11-09,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,212,028","-5,000",15.98,-0.03
20231123000020,2023-11-23,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,199,930","-12,098",15.92,-0.06
20231129000271,2023-11-29,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,210,580","10,650",15.97,0.05
20231206000005,2023-12-06,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,216,192","5,612",16.00,0.03
20231213000025,2023-12-13,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,228,850","12,658",16.06,0.06
20240102000083,2024-01-02,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"4,012,113","783,263",19.21,3.15
20240117000254,2024-01-17,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"4,010,242","-1,871",19.20,-0.01
20240125000142,2024-01-25,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"4,018,699","8,457",16.08,-3.12
20240131000241,2024-01-31,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"4,015,877","-2,822",16.07,-0.01
20240207000851,2024-02-07,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,967,877","-48,000",15.87,-0.20
20240214001084,2024-02-14,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,947,877","-20,000",15.79,-0.08
20240221001492,2024-02-21,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,936,120","-11,757",15.75,-0.04
20240228007123,2024-02-28,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,914,641","-21,479",15.66,-0.09
20240313000590,2024-03-13,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,894,641","-20,000",15.58,-0.08
20240327000797,2024-03-27,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,860,179","-34,462",15.44,-0.14
20240403002361,2024-04-03,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,779,411","-80,768",15.12,-0.32
20240411003025,2024-04-11,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,748,023","-31,388",15.00,-0.12
20240516000920,2024-05-16,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,710,023","-38,000",14.84,-0.16
20240522000292,2024-05-22,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,693,223","-16,800",14.78,-0.06
20240529000323,2024-05-29,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,681,223","-12,000",14.73,-0.05
20240605000280,2024-06-05,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,668,123","-13,100",14.68,-0.05
20240619000229,2024-06-19,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,648,123","-20,000",14.60,-0.08
20240717000214,2024-07-17,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,640,623","-7,500",14.57,-0.03
20240724000303,2024-07-24,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,648,623","8,000",14.60,0.03
20240731000482,2024-07-31,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,648,732",109,14.60,0.00
20240807000271,2024-08-07,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,677,954","29,222",14.71,0.11
20240814001242,2024-08-14,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,712,954","35,000",14.85,0.14
20240821000259,2024-08-21,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,706,700","-6,254",14.83,-0.02
20241106000259,2024-11-06,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,661,210","-45,490",14.65,-0.18
20241113000135,2024-11-13,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,610,903","-50,307",14.45,-0.20
20241120000254,2024-11-20,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,509,257","-101,646",14.04,-0.41
20241127000572,2024-11-27,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,485,222","-24,035",13.94,-0.10
20241204000230,2024-12-04,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,400,122","-85,100",13.60,-0.34
20241211000377,2024-12-11,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,316,122","-84,000",13.27,-0.33
20241218000298,2024-12-18,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,273,896","-42,226",13.10,-0.17
20241226000370,2024-12-26,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,240,786","-33,110",12.97,-0.13
20250102000294,2025-01-02,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,218,266","-22,520",12.88,-0.09
20250108000320,2025-01-08,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,187,366","-30,900",12.75,-0.13
20250115000275,2025-01-15,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,10%이상주주,"3,155,366","-32,000",12.62,-0.13
20250212000740,2025-02-12,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,149,454","-5,912",12.60,-0.02
20250219001602,2025-02-19,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,139,644","-9,810",12.56,-0.04
20250226004598,2025-02-26,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,123,644","-16,000",12.50,-0.06
20250305000464,2025-03-05,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,097,344","-26,300",12.39,-0.11
20250312000646,2025-03-12,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,088,344","-9,000",12.36,-0.03
20250402003050,2025-04-02,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,079,944","-8,400",12.32,-0.04
20250409002147,2025-04-09,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,050,164","-29,780",12.20,-0.12
20250416000408,2025-04-16,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,030,164","-20,000",12.12,-0.08
20250507000479,2025-05-07,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,019,164","-11,000",12.08,-0.04
20250514000853,2025-05-14,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"3,004,164","-15,000",12.02,-0.06
20250604000211,2025-06-04,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"2,989,164","-15,000",11.96,-0.06
20250709000355,2025-07-09,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"2,939,113","-50,051",11.76,-0.20
20250723000292,2025-07-23,01437292,Miraeasset Maps REIT 1,미래에셋자산운용,-,-,Shareholders holding 10% or more,"2,916,113","-23,000",11.67,-0.09
20231109000385,2023-11-09,00136864,SHINWON CORPORATION,최완영,Registered executive,부사장,-,"11,000","1,000",0.01,0.00
20231109000399,2023-11-09,00136864,SHINWON CORPORATION,김태형,Registered executive,부사장,-,"10,300","1,000",0.01,0.00
20231109000407,2023-11-09,00136864,SHINWON CORPORATION,김유진,Unregistered executive,부사장,-,"14,300","1,000",0.01,-0.01
20231109000410,2023-11-09,00136864,SHINWON CORPORATION,김원필,Unregistered executive,전무,-,"1,000","1,000",0.00,0.00
20231109000416,2023-11-09,00136864,SHINWON CORPORATION,김지수,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000417,2023-11-09,00136864,SHINWON CORPORATION,이동원,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000421,2023-11-09,00136864,SHINWON CORPORATION,이귀화,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000425,2023-11-09,00136864,SHINWON CORPORATION,이영술,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000431,2023-11-09,00136864,SHINWON CORPORATION,이충인,Unregistered executive,이사,-,"1,000","1,000",0.00,0.00
20231109000440,2023-11-09,00136864,SHINWON CORPORATION,박소현,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000445,2023-11-09,00136864,SHINWON CORPORATION,정병무,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000448,2023-11-09,00136864,SHINWON CORPORATION,이혜진,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000455,2023-11-09,00136864,SHINWON CORPORATION,이정수,Unregistered executive,상무,-,"1,000","1,000",0.00,0.00
20231109000459,2023-11-09,00136864,SHINWON CORPORATION,전홍국,Unregistered executive,이사,-,"3,100","3,100",0.00,0.00
20231109000462,2023-11-09,00136864,SHINWON CORPORATION,조재용,Unregistered executive,이사,-,"1,000","1,000",0.00,0.00
20231109000468,2023-11-09,00136864,SHINWON CORPORATION,이은석,Unregistered executive,이사,-,"1,000","1,000",0.00,0.00
20231109000474,2023-11-09,00136864,SHINWON CORPORATION,유주희,Unregistered executive,이사,-,"1,000","1,000",0.00,0.00
20250808000495,2025-08-08,00136864,SHINWON CORPORATION,티앤엠커뮤니케이션즈,-,-,Shareholders holding 10% or more,"28,618,469","27,668,704",25.85,7.42
20231129001425,2023-11-29,00118345,DI DONG IL CORPORATION,정헌재단,-,-,10%이상주주,"2,408,217","-331,874",9.24,-1.28
20240411003542,2024-04-11,00118345,DI DONG IL CORPORATION,정헌재단,-,-,10%이상주주,"2,468,422","60,205",9.79,0.55
20240411003646,2024-04-11,00118345,DI DONG IL CORPORATION,정달섭,Unregistered executive,이사,-,456,456,0.00,0.00
20240411003634,2024-04-11,00118345,DI DONG IL CORPORATION,강성주,Unregistered executive,이사,-,940,940,0.00,0.00
20240411003626,2024-04-11,00118345,DI DONG IL CORPORATION,박정훈,Registered executive,이사,-,"1,383","1,383",0.01,0.01
20240411003621,2024-04-11,00118345,DI DONG IL CORPORATION,김종규,Unregistered executive,상무,-,"9,000",300,0.04,0.01
20240411003611,2024-04-11,00118345,DI DONG IL CORPORATION,유용호,Unregistered executive,상무,-,"27,024","1,028",0.11,0.01
20240411003594,2024-04-11,00118345,DI DONG IL CORPORATION,강경태,Unregistered executive,상무,-,"25,077",611,0.10,0.01
20240411003579,2024-04-11,00118345,DI DONG IL CORPORATION,손재선,Registered executive,대표이사,-,"5,641",137,0.02,0.00
20240411003566,2024-04-11,00118345,DI DONG IL CORPORATION,서태원,Registered executive,대표이사 부회장,-,"382,521","9,329",1.52,0.09
20240411003551,2024-04-11,00118345,DI DONG IL CORPORATION,서민석,Registered executive,회장,-,"1,584,006","38,634",6.28,0.35
20250410002697,2025-04-10,00118345,DI DONG IL CORPORATION,정달섭,Unregistered executive,이사,-,478,22,0.00,0.00
